,rating,review_text,title;;
"9,['2.0 out of 5 stars'],""['Smells lovely and feels nice. I am more of a lip gloss girl than a lipstick one, but this looked intriguing. Unfortunately, it shows every flaw in your lips - every crack, every texture, really unflattering. I will stick with Burts Bees lip shimmer.']"",['Not what I expected.']";;
"0,['3.0 out of 5 stars'],""[""""I love the color of the gloss but it is NOT 8 hr wear. Not even 8 minutes. As long as you don't drink, eat or do anything else around your mouth it will be fine. It is sticky and you know you're wearing it. Was disappointed that it wasn't as promised but I do love love the color and the gloss itself isn't terrible - just your regular gloss.""""]"",['Not long lasting']";;
"1,['5.0 out of 5 stars'],""[""""This does stay on longer than your average gloss. I will repurchase. I have more mature skin and I like to use  mature skin and I like to use this type of gloss because it doesn't settle in to the fine lines of my lips type of glass because it doesn't settle in to the fine lines of my lips""""]"",['Long lasting']";;
"2,['5.0 out of 5 stars'],""['Lasts 6+ hours just as they say, looks lovely, can even outline the lip at the same time if applied with the point tip facing up.  I tend to eat off every other lipstick, I am over 55 and like the feeling of having moist lips during the day, and never thought I would find a lipstick like this that actually makes me look younger.  I have used those """"plumping"""" glosses before and they always end up drying out my lips. Because the L\'Oreal Infallible Never Fail Lip Loss stays on, it keeps my lip color fresh which makes my lips look younger and prettier.  This product definitely lives up to its name -- it hasn\'t failed me yet!  I am Caucasion with medium fair neutral coloring and the Undeniable Mauve color is out of this world.  I have it on Subscribe and Save on Amazon so I won\'t run out.']"",['These Lip Glosses are Awesome!']";;
"3,['3.0 out of 5 stars'],""[""""Love the color, goes great with or without my favorite lipstick. Doesn't really last as long as i had hoped, I find myself reapplying several times during the evening. Not keen on the scent/taste though, wishe it had some flavoring. Not that I want to eat it...""""]"",""['Not bad, could be better']""";;
"4,['3.0 out of 5 stars'],""['more sheer color than anything, but the good thing is its not sticky at all.  needs frequent reapplication as it is a lip gloss.  Goes on smoothly and has great shine.  Just thought it would be more pigmented.']"",['but the good thing is its not sticky at all']";;
5,['5.0 out of 5 stars'],['This has been my favorite lip gloss and color for years.  Its hard to get in stores and they have changed the packaging... so thankfully I found it here.  Its the prettiest color for summer! Love it.'],['My fave lipgloss color'];;
"6,['3.0 out of 5 stars'],""[""""Really like the color of this gloss, however the package came an it wasn't sealed. I bought two of these. Don't want to go through the hassle of sending this product back. I will not waste any more money, I'll just buy them directly from a store.""""]"",['great color']";;
7,['3.0 out of 5 stars'],['doesnt last 8 hrs.. :/'],['Three Stars'];;
"8,['1.0 out of 5 stars'],""[""""ladies be careful of l'oreal it did not have any kind of protection seal and amazon"""", 'sent me 2 of them because we thought it was a mishap no such luck', 'so for safety sake do not buy this product.', 'it too bad because its a beautiful nude color that i wanted goes with almost all', 'complexions.']"",['it too bad because its a beautiful nude color that i wanted ...']";;
"9,['5.0 out of 5 stars'],""[""""I'm totally in love with this Lip Gloss, Raisin."""", 'Was not sure how the color would look on', 'me but it is PERFECT and it stays on all', 'day long. I reapplied it after  8 hours but really', 'did not need to.']"",['Will buy again!']";;
0,['5.0 out of 5 stars'],['Got petal lip gloss. Seems a bit different from what I remembered. More glitter in it and a bit of a gold also.'],['Got petal lip gloss. Seems a bit different from ...'];;
1,['2.0 out of 5 stars'],['Quick shipping excellent seller. Doesn’t last 8 hours much less 30 minutes. don’t waste your money if your looking for a long wearing lip color.'],['Not Long Lasting...'];;
"2,['4.0 out of 5 stars'],""[""""****L'Oreal needs to start putting safety seals on these lip colors. I thought this may have been a fluke but NO. I went to the store yesterday to buy some more & none of them had safety seals (across the line in lip gloss....). That's a really bad practice. I had not noticed it before until a friend pointed it out. I guess I was just too wrapped up in finding a color & you know how finding a good lip color makes you happy ";") I love all of these glosses (8 Hour, 24 Hour, leGloss) but NONE have safety seals on the color! Come on L'Oreal - Help us be safe!"""", """"UPDATE 5/2015:  I ordered another color, Sangria #705.  Amazon is now shrink wrapping these so they are safer.  I still think L'Oreal should be doing this sealing at the factory."""", 'I love this color.  I wanted a color that was not quite so shimmery but not too bright - this one is perfect for me.  I am brunette, brown eyes, fair skin.  Also, the colors that have less shimmer are less sticky and still last most of the day.', 'I like this 8HR gloss.  It feels good, doesn\'t dry out my lips & the color """"Cherry Flash  #340 works well with my own lips\' color - enhances without being too strong.  It stays in place without running all over my face & lasts better than regular gloss but I\'ve never gotten 8 hours of wear from it - more like 3 or 4 hours.  I love the taste & smell";" it\'s kind of vanilla.  It is sticky but very easy to apply with the angled sponge.']"",""[""""L'Oreal Needs Safety Seals""""]"""
"3,['1.0 out of 5 stars'],""[""""The color you see in the tube is not the color on your lips.  It's very sheer and I don't like the dry feeling.""""]"",['Not for me.']";;
4,['1.0 out of 5 stars'],['I would truly like to be able to review this item but it was missing from the box'],['Getting what was ordered'];;
"5,['5.0 out of 5 stars'],""['Nice consistency, not sticky like some lip colors that claim to be 8 hour. I don\'t know that it lasts a full 8 hours, haven\'t timed it... but it does last longer than your plain ol\' lip gloss without that terrible paste-y feel or yucky taste that others """"long lasting"""" products have. Nice compact packaging and the Barely Nude is a natural color for day wear. You might want something a little brighter for evening. I will definitely try some of the other colors.']"",['Long lasting and not sticky']";;
"6,['4.0 out of 5 stars'],""['I like this lip gloss very much. I looked in Amazon and was less expensive than the grocery store. I added a few to an order. It has a slight glitter in it and it adds a little, but not too much shine. It does not stay 8hrs, specially if I eat or drink. I like this light pink color. Looks good on my light skin.']"",['My Favorite Lip Gloss']";;
7,['3.0 out of 5 stars'],['Does not last 8 hours.  Not even close.  pretty color.'],['Lipstick'];;
8,['4.0 out of 5 stars'],['I like the color but it makes my lips look dry'],['Four Stars'];;
"9,['4.0 out of 5 stars'],""[""""Love the color and ease of application. For me, I need to reapply after eating so I can't say that it stays on for 8 hours but it only takes seconds to reapply so it's not a problem. I was unable to find it at local stores but luckily I was able to find it on line. It is easier to apply than lipstick and keeps lips soft and moist.""""]"",['Love the color and ease of application']";;
0,['5.0 out of 5 stars'],['I absolutely love this lip gloss in this color makes your lips look natural yet beautiful. I totally cannot live without these I have one in every purse.'],['Gorgeous shimmery color and it does last a while'];;
1,['5.0 out of 5 stars'],['Love this product! Great natural color.'],['Great Lip Gloss'];;
"2,['3.0 out of 5 stars'],""['Nice color, but sanitary seals were missing.  Returned.']"",['Returned']";;
3,['5.0 out of 5 stars'],['I liked the color soooo much'],['Perfect!!'];;
"4,['5.0 out of 5 stars'],""['This color is extremely versatile and flattering. I have worn it for a couple of years now, and I consider it a staple in my lipstick collection. It lasts for quite a while (if not rubbed off with contact), with nice sheen, light feel, and lush color. I love the gold shine, and subtle translucent rust red tint.']"",['Tried and True Classic']";;
5,['2.0 out of 5 stars'],['Definately  ot 8 hours on me.  I wouldn’t buy again'],['Definately ot 8 hours on me.'];;
"6,['2.0 out of 5 stars'],""[""""L'Oréal changed the Raisin color. Now it's PINK-ish. No longer a rich reddish/brown""""]"",['Two Stars']";;
"7,['5.0 out of 5 stars'],""[""""I discovered Loreal's Infallible years ago";" my daily is Blush, but I've purchased other shades as well. It stays on a long time, doesn't feel sticky, and offers a nice lip sheen without much color. I don't like the look of lipstick, and this is a perfect alternative. It also keeps my lips moist and eliminates the need for Chap Stick."""", 'I highly recommend Infallible in """"Blush"""". Very pretty and a tube lasts me about 3 months with daily wear.']"",['Been wearing Infallible for years!']";
8,['2.0 out of 5 stars'],['More orange in person than the picture.'],['Color is off.'];;
"9,['5.0 out of 5 stars'],""[""""Can't beat the price.""""]"",['Five Stars']";;
"0,['5.0 out of 5 stars'],""['Arrived on time, I really like the product however the petal was a little different color than I thought.  Again, I usually buy this product in the store.', 'M:)']"",['I really like the product however the petal was a little different ...']";;
1,['3.0 out of 5 stars'],['Barely has a definite orange tint to it.'],['Three Stars'];;
"2,['5.0 out of 5 stars'],""['Perfect color, with just the right amount of sheerness and shininess and wearability.  My favorite!  :-)']"",['Perfect!']";;
3,['3.0 out of 5 stars'],['Feels good my lips.  Color was much lighter than expected.'],['Nice'];;
"4,['1.0 out of 5 stars'],""[""""received L'oreal Paris Visible Lift Blur Concealer, 303 Medium, 0.6 Fluid Ounce... Why? 2 different products""""]"",['One Star']";;
5,['5.0 out of 5 stars'],['My favorite shade. Just a little pink but not ridiculous.'],['Five Stars'];;
"6,['5.0 out of 5 stars'],""['This glides well on lips. It does not have that metallic taste that other lipstick has. The price much lower than walmart. The color is perfect, not so dark, not so light. It has a brownish to pinkish shade that i love. This has right amount of shine and some glittery finish. fast shipping']"",['Perfect color']";;
"7,['5.0 out of 5 stars'],""['My go-to daily gloss. Stays on well, no dreaded lipstick rings as it wears off.']"",['Great product - would like more strong colors']";;
8,['2.0 out of 5 stars'],['Gummy and sticky it will stick to your teeth'],['Two Stars'];;
"9,['1.0 out of 5 stars'],""[""""I don't like it. It is heavy, sticky, practically transparent and lasts for maximally an hour if you're not eating. If you are, comes right off""""]"",""[""""I don't like it. It is heavy""""]""";;
0,['5.0 out of 5 stars'],['My fav.'],['Five Stars'];;
1,['5.0 out of 5 stars'],['My favorite and for a great price! I will definitely buy again! Also it arrived on time and well packaged! Thank you!'],['My favorite and for a great price'];;
2,['4.0 out of 5 stars'],['It is a gift'],['Four Stars'];;
"3,['4.0 out of 5 stars'],""[""""Very rich, smooth color, doesn't last 8 hours but longer than regular gloss.""""]"",['Nice Gloss']";;
"4,['5.0 out of 5 stars'],""['So excited to get this. Works great, looks good and lasts long']"",""['Works great, looks good and lasts']""";;
"5,['5.0 out of 5 stars'],""['I collect screen accurate items so I bought this in """"Fiery"""" after reading that it was used on Jennifer Lawrence as Katniss in The Hunger Games. I don\'t wear lip gloss often because the ones I have tried have been sticky, messy, and ended up drying out my lips. This is the first lip gloss I have owned which I have been completely satisfied with. It lasted a decent amount of time, was not sticky/messy/gross, and it didn\'t dry out my lips. In fact, it actually seemed to help my lips. I ended up buying more than one because I loved it so much. I highly recommend it.']"",['Love it!']";;
"6,['5.0 out of 5 stars'],""['Best long lasting lip gloss ever! Sangria is my go-to daily lip gloss. Hydrates lips and lasts at least half a day, even after drinking. Cannot be beat for the price and quality.']"",['Best long lasting lip gloss ever']";;
"7,['2.0 out of 5 stars'],""['Product, was a bit dry, believe it may be old']"",['Two Stars']";;
"8,['5.0 out of 5 stars'],""[""""Exactly what I was looking for - too bad, the day I ordered, there was only one (1) in stock, and now, they have re-stocked, but the price has gone up, over a dollar, I think. Oh well, that's today's economy - every time you go to the store, prices have risen, but this product, is every thing you would want in a lip gloss!""""]"",""['L\'Oreal Paris """"Barely There"""" Lip Gloss - is Superb and Stays Moist & Glossy!']""";;
"9,['4.0 out of 5 stars'],""['This lipgloss is great and has good pigment (I purchased the Sunset color).  It goes on wet and dries in seconds- yet is not super dry like some of long-lasting lipglosses out there.  It stays on for a few hours but if you eat, it will rub off.  Overall, for the price, a nice everyday lipgloss.']"",['Really stays on!']";;
"0,['4.0 out of 5 stars'],""[""""I didn't get the color I ordered, even though the container indicated the same color name and number.  The color was totally different, a dark pink vs. a light rosy color.""""]"",['Color issues']";;
"1,['5.0 out of 5 stars'],""[""""I love this lip gloss, it really does last much longer than any other gloss I've tried.""""]"",['Stays put!']";;
2,['5.0 out of 5 stars'],['Very moist and stays on for quite a while. Makes my lips feel great instead of drying them out.'],['Makes my lips feel great instead of drying them out'];;
"3,['3.0 out of 5 stars'],""['I love the color, but it is very """"gummy"""" feeling on your lips.  Feels thick and I found I had to reapply 4 times in 8 hours.  Did NOT last 8 hours.']"",""[""""Great color--don't like the feel of it.""""]""";;
"4,['5.0 out of 5 stars'],""[""""I love this lip gloss... been using it for years and will continue to use it.  It' not to dark and not too light...""""]"",['I love this lip gloss']";;
5,['5.0 out of 5 stars'],['Iridescent color works well as just a gloss or over lipstick.'],['Iridescent color'];;
6,['5.0 out of 5 stars'],['Love the lip gloss!  I also bought the Truffle lip gloss too.'],['Love the lip gloss.  My new fave lip gloss.'];;
"7,['2.0 out of 5 stars'],['Color was streaky and it made my lips feel dry and sticky.'],""['Streaky look, sticky feel']""";;
8,['5.0 out of 5 stars'],['I love all infallible lipglosses. Last as long as my MAC but it glides on much easier than MAC.'],['I love all infallible lipglosses'];;
"9,['5.0 out of 5 stars'],""[""""I love this stuff.  It looks great and lasts hours.  The price can't be beat!""""]"",['Five Stars']";;
0,['5.0 out of 5 stars'],['Nothing lasts as long. Keeps my lips moist too.'],['Five Stars'];;
1,['3.0 out of 5 stars'],['It is okay; but not exactly what I like.'],['Lip Gloss'];
"2,['2.0 out of 5 stars'],""[""""The only lip gloss I wear are the Cover Girl fruity flavored ones but I thought I'd give this one a try. The color is pretty, I love the applicator but the product itself is sticky/tacky. I don't like the way it feels on my lips. It also smells kinda weird. Like I said, I'm used to my lip gloss smelling & tasting fruity. (I like my lips often) I wouldn't buy this product again. I am glad I got it on here for the $5 I paid for it instead of the $12 that it sells for in stores.""""]"",['Not what I expected']";;
"3,['3.0 out of 5 stars'],""['Saw ad in magazine, the stuff looked like vinyl does not look that way in real life. Otherwise its o.k.']"",['Just another lip gloss.']";;
4,['5.0 out of 5 stars'],['Love this gloss!!'],['Five Stars'];;
"5,['5.0 out of 5 stars'],""['Vivid color, not drying. Like very much.']"",['Lip gloss with long lasting color']";;
"6,['5.0 out of 5 stars'],""[""""Love it.  although it doesn't last 8hrs.""""]"",""[""""Love it. although it doesn't last 8hrs""""]""";;
"7,['4.0 out of 5 stars'],""['Have been using it for several years. Goes on smoothly, never cakes, looks natural.']"",['Four Stars']";;
"8,['5.0 out of 5 stars'],""[""""I get lots of compliments on this color.  It's my favorite shade.""""]"",['Great color!']";;
"9,['2.0 out of 5 stars'],""[""""Wouldn't buy again.""""]"",['Two Stars']";;
0,['1.0 out of 5 stars'],['Sticky like it was old. Had a weird smell. I would not recommend this item. You can find it elsewhere online.'],['Infallible lip gloss'];;
"1,['2.0 out of 5 stars'],""[""""I am a LipGloss addict. I have tried tons of glosses, from Dior to Maybelline. I have a drawer full, in search of the perfect. I have some that I consider pretty close to perfect. But this L'Oreal is not one of them. In defense of Infallible I did buy it in a lite color...Bloom. But I fine it sticky and so sheer that I might as well wear a clear gloss. If you are looking for some color, go darker. Because it is light, I really cannot say if it lasted, and I am not sure I wanted it to. And because of the thick sticky feel, I will not try another color.""""]"",['Just OK']";;
"2,['5.0 out of 5 stars'],""[""""This lip gloss is great. It's very neutral and gives your lips a nice sheen. I just put it over my lip balm and it looks pretty natural""""]"",['Nice neutral']";;
"3,['4.0 out of 5 stars'],""[""""I love this color and cannot find it in stores anymore. It is that perfect shade that goes with just about anything. It does not go on dark and heavy. It is light feeling with the right amount of color and sheer mixed together. It doesn't oddly stain your lips like some do after the glossy shine has worn off. The only reason it doesn't get a 5 star is because like any lip gloss, there is too much waste when you get to the end. I want to be able to get every last drop out and I have yet to find a brand that will allow that to happen.""""]"",['I love this color and cannot find it in stores anymore']";;
4,['4.0 out of 5 stars'],['Great quality product. It is a brighter pink than it looks online.'],['Love this Gloss'];;
"5,['3.0 out of 5 stars'],['Much darker than the picture.'],""['Good product, but......']""";;
6,['2.0 out of 5 stars'],['NOT A QUALITY PRODUCT IMO'],['Two Stars'];;
"7,['4.0 out of 5 stars'],""['Goes on smooth and lasts a significant amount of time. I actually prefer when it wears off a bit, it leaves a more natural color and looks like a lip stain.']"",['modern mauve']";;
8,['3.0 out of 5 stars'],['alright gloss'],['good'];;
9,['3.0 out of 5 stars'],['Ugly color'],['Three Stars'];;
0,['5.0 out of 5 stars'],['I just love this color! I get compliments every time I wear it!'],['Five Stars'];;
1,['4.0 out of 5 stars'],['It Is everithing OK. Tks'],['Four Stars'];;
2,['5.0 out of 5 stars'],['Thank you...I love this lipgloss because it last on my lips for hours'],['Love It'];;
"3,['5.0 out of 5 stars'],""['This is by far my favorite lip product! Great color, staying power, and the smell/flavor reminds me of marshmallow😊']"",['Love!']";;
4,['5.0 out of 5 stars'],['Color remains without drying out lips.'],['Five Stars'];;
"5,['4.0 out of 5 stars'],""['I like it very much. Will buy next.', 'L.Brown']"",['Four Stars']";;
"6,['1.0 out of 5 stars'],""[""""I have ordered this gloss for years in fiery. The previous order arrived a bright red. it's no longer the color pictured or the color it used to be""""]"",['I have ordered this gloss for years in fiery. ...']";;
"7,['4.0 out of 5 stars'],""[""""It's alright. Not as brown as I would want it to be though.""""]"",['Four Stars']";;
"8,['5.0 out of 5 stars'],""[""""I love this product the color is great! I a nude color anyone can wear anytime of the year it's excellent!""""]"",['Great Product']";;
"9,['2.0 out of 5 stars'],""[""""The color doesn't match with the one shown online.""""]"",""[""""color doesn't match""""]""";;
0,['3.0 out of 5 stars'],['Beautiful color but dries out your lips.'],['Three Stars'];;
1,['4.0 out of 5 stars'],['Love it!'],['Four Stars'];;
2,['5.0 out of 5 stars'],['Love the glossy look'],['Five Stars'];;
3,['5.0 out of 5 stars'],['Love it'],['Five Stars'];;
4,['5.0 out of 5 stars'],['I have been searching everywhere for this color! The stores only have the new one with sparkles... The color was exactly what I wanted!'],['Perfect!'];;
"5,['5.0 out of 5 stars'],""['Was so glad to find this, since the color is no longest sold in local stores. I hope it continues to be available.']"",['So glad to grind this.']";;
6,['1.0 out of 5 stars'],['Thought it was of a deeper sangria color as the wine.  Was too light.'],['One Star'];;
"7,['1.0 out of 5 stars'],""[""""Either the picture given is completely, utterly, misleading, or there is something wrong with my screen. What I received was a plain and simple PINK lipgloss (why didn't i think before ordering? It was given in the name, PINK topaz!). I hated the color so much but still I got myself try it at least once. And it felt just like it looked. Tacky. I don't know which skin color it can look good on, but deep sun-burnt brown from South Asia is not one of them. So this one goes to the black hole of the corner of the closet. And i'm done buying lip colors online.""""]"",['Done buying lip colors online.']";;
"8,['2.0 out of 5 stars'],""['Most certainly does not last longer than 30 minutes. Buyer, be cautious of misleading claims.', 'Clairol Outlast has a great long-lasting lip stain, I highly recommend it!']"",['Clairol Outlast has a great long-lasting lip stain']";;
"9,['1.0 out of 5 stars'],""[""""This is not a L'oreal product!! must be a knockoff because the color was not even close to the one I bought at Walgreens!""""]"",""[""""This is not a L'oreal product!! must be ...""""]""";;
0,['2.0 out of 5 stars'],['This arrived and seemed to be dried out. There was very little product in the tube.'],['Two Stars'];;
"1,['2.0 out of 5 stars'],""[""""waaaay too sticky. Didn't like it.""""]"",['wont buy again']";;
