,rating,review_text,title;;;;
"0,['5.0 out of 5 stars'],""['I love this product.  When I first applied this mascara, it looked as if I had professional applied false eyelashes.  It easily wipes off with my makeup remover wipes.  I watched a makeup tutorial video, and this was the mascara the video model used.  I was so impressed I had to try it myself.', 'In the past, I have used mascaras that damaged my eyelashes, thinning my eyelashes or causing my eyelashes to fall out altogether.  I began using the expensive name brand mascaras. This product DOES NOT DAMAGE MY EYELASHES AT ALL.', 'I love this product.  Even my daughter who is a budding makeup artist and is VERY PARTICULAR about her makeup products, when my daughter saw how it worked on me, she tried this mascara and loved it.  Loreal Paris Voluminous Butterfly Sculpting Mascara is now in her makeup arsenal.', 'I have purchased this product multiple times, and I will continue to use this mascara as long as they make it.  Easy application, super stretch, authentic fullness, no damage to my eyelashes, and it is easy to apply & it is easy to remove.', 'The mascara does not run down my face when it rains or when I cry, but it will smudge if wiped when the mascara is wet from any water source.  It does remain intact if it is not touched while it is wet.  It will dry and stay beautifully intact.  What more can one ask for in a mascara product?.', """"L'Oréal Paris Voluminous Butterfly Sculpting Mascara"; does everything you want a mascara to do;" tight line effect at the root, giving an intense effect, length, definition, and volume.  Everything you could want in a mascara and it is all in one tube.  No need to wear false eyelashes anymore, no need to use multiple mascaras to achieve the look I want.  I RECOMMEND THIS MASCARA.  As this mascara is gaining in popularity, I have found the product often is on back order.  I recommend subscribing to this product.  Regular delivery prevents running out of the product. I wear mascara every day. One tube of this product will last me about two months.  Multiple application can cause clumping, so I recommend using one application or keep a lash comb nearby."""", ' Badda Bing!', '~BMB']"",['Length and Fullness"; Easy application; Easy to remove']
"2,['3.0 out of 5 stars'],""[""""I don't like the butterfly wand. It's too tricky.""""]"",['Three Stars']";;;;
"3,['5.0 out of 5 stars'],""[""""I've used this so much can't hardly find it love it.""""]"",['Five Stars']";;;;
"4,['2.0 out of 5 stars'],""[""""Applies too thick and doesn't separate the lashes as well..prefer the bristle brushes better""""]"",['Not so much']";;;;
5,['5.0 out of 5 stars'],['Best mascara ever'],['Five Stars'];;;;
"6,['2.0 out of 5 stars'],""[""""Doesn't go on well, takes many coats.""""]"",['Two Stars']";;;;
"7,['5.0 out of 5 stars'],""[""""I've used this mascara for year.  I love the way it goes on and lengthens my lashs.""""]"",['I love the way it goes on and lengthens my lashs']";;;;
8,['5.0 out of 5 stars'],['My favorite!!'],['Five Stars'];;;;
9,['5.0 out of 5 stars'],['MY WIFE WHO IS VERYMASCARA  FUSSY ABOUT HER COSMETICS AND USUALLY ONLY USES LANCOME SAID THAT THIS WAS THE BEST  MASCARA SHE EVER USED.  IF MY WIFE LIKED IT :  MUST BE GREAT'],['... USUALLY ONLY USES LANCOME SAID THAT THIS WAS THE BEST MASCARA SHE EVER USED'];;;;
"0,['5.0 out of 5 stars'],""[""""The best mascara I have used in a long time.  I kept looking for one that  didn't wear off quickly or cake and I am through looking.  This is it.""""]"",['The best mascara I have used in a long time']";;;;
1,['5.0 out of 5 stars'],['My favorite mascara!'],['Five Stars'];;;;
2,['5.0 out of 5 stars'],['love it'],['Five Stars'];;;;
"3,['4.0 out of 5 stars'],""[""""I recently went back to work and soon realized that I needed to up my makeup game even though I'm maybe the oldest person there. We don't get to do the blue haired pin curled rice powder look anymore, thank dog for that! But I can't exactly do the current huge sharp black eyeliner look either. Enter the mascara game. Try to find one that doesn't clump into a bad night after the bar closed or one that may as well not exist. The sad fact is that our lashes seem to get a little wobbly as we age. Of course the best answer would be falsies but the fact is- no way am I gluing pasting or dealing with spider looking things first thing in the morning. Call it a refreshing lack of vanity... or laziness, whatever."""", """"So I'm so pleased with the new L'Oreal Voluminous Butterfly mascara. I had some trepidation about causing a blackened crime scene on my face first thing but once I pulled out the new style brush I was charmed by the lack of glop. I guess most of you are used to the newish plastic wands that don't resemble a sad miniature hair curler covered with tar. This one is a pleasant one sided plastic wand with a cute violet back side that works a charm for pushing the freshly painted lashes up and out. So far I haven't had any splotchy disasters- well except that one time that I had an ill timed sneeze- but after the mascara dried I was able to remove the mistake without having to start over. Plus, the scent is pleasant, a light violet/hyacinth smell that fades as the mascara dries."""", """"Comparing this to the MAC I was using this measures up beautifully and unless the tube runs out or dries up prematurely I think I've found my new mascara. The fact that it's reasonably priced compared to my former favorite Lancome and washes up well in the shower, I believe we have a winner!""""]"",['No Butterflies Thankfully!']";;;;
"4,['5.0 out of 5 stars'],""[""""I have been using and trying every single mascara you can name from the year 1982 until now, back when Cover Girl was still making Long n' Lush, and Maybellene's Great Lash mascara came with the pink tube and lime green, rounded top. Ok, I've dated myself, however, I have also used nearly every drug and department store mascara cheap and so-called costly, and this one REALLY made my lashes pop. Being a makeup junkie I thought, oh, this is just another potential waste of money and will be more of the same. From the very first giggle of the lashes, which the instructions tell you to do, I noticed an enormous change. My normally fine lashes stood at attention and actually saluted! I didn't even use my lash curler and all of my lashes REALLY stood out and up. I am just stunned at the results of this product. Maybe it is the configuration of the brush or something in the formula of the product, but WOW. I just can't believe how my lashes have transformed my look. Mind you, I have used the other mascaras in the L'Oreal Butterfly series and NONE of them compare to this. I just hope they make a waterproof version. LOVE IT!!! I'm telling you, you won't be disappointed.""""]"",['TRULY FABULOUS Mascara From One That Knows!']";;;;
"5,['3.0 out of 5 stars'],""[""""I like this mascara. It doesn't irritate my eyes (I wear contacts every day), and behaves like a waterproof mascara should."""", """"But, the new brush shape is particularly challenging for me to use. When I do get it to work, it's pretty and my lashes look longer and nicer. Often though, I end up with mascara on my eyelids. That's just a pain."""", """"I'll continue to use it, but I'm not sure I'd buy it again.""""]"",['Pretty good.']";;;;
"6,['3.0 out of 5 stars'],""['For the most part, I like this mascara.  It\'s dark (and I\'ve been burned by """"black"""" mascara that wasn\'t as black as it claimed to be) and easy to apply.  I\'ve used another mascara where you had to rotate it one way than the other way to get the desired effect.  This resulted in time wasted and me poking my eye (and burning said eye followed by cursing life in general) more than once.  Trust me when I say that I no longer take """"easy to apply"""" for granted.', """"The reason that this mascara doesn't get a higher rating is because it clumps way too easily.  And clumps are just not sexy and I do not abide by them.  So, I find this mascara to be okay.  If there were less clumps, it might've gotten four stars.""""]"",""['Okay, but some clumps...']""";;;;
"7,['1.0 out of 5 stars'],""[""""I usually am a fan of L'Oreal products, but this mascara is a disaster for anyone who wears contact lenses. It clumps, stays wet and gets in my eyes, causing incredible stinging, and I frequently have to remove my contacts, clean them, and start all over again. That is, I did go through all this, until I gave up and decided I had to throw the thing away and get a different mascara. Money down the drain. Not only did my eyes sting horribly, but the mascara was so slow to dry that when I was desperate to get my contacts out of my eyes to relieve the pain, the stuff smeared all around my eyes. Another flaw--a gathering of black in the inner corners of my eyes and flecks on my cheeks through the day. I've never gotten angry at a makeup product before, but this one is surprisingly awful. Amazed to see the other good reviews actually.""""]"",['Not for People Who Wear Contacts']";;;;
"8,['1.0 out of 5 stars'],""[""""I am a big fan of L'Oreal products for decades.  Their Voluminous mascara is the best, and I should have just continued to use it.  But, effective advertising drew me in and I was curious to try the Butterfly mascara.  Bad move. The applicator is an odd almost all solid plastic piece with serrated saw-tooth like end.  The mascara clings to it and the result - obnoxious clumping and mis-application.  I was so angry and disgusted, and quite frankly surprised that it came from L'Oreal.  The final insult:  $9.00 + tax.  Never again.  Stick with what you know.""""]"",""[""""Don't pay for disppointment""""]""";;;;
"9,['5.0 out of 5 stars'],""[""""This mascara is amazing! Every time I use it I ask myself why I try anything else! (It's because I'm a makeup junkie and advertiser's are evil geniuses out for my money.)"""", """"As you've heard the brush is intimidating and the mascar is thick and takes a while to dry. The smell is a little weird and it does clump is you don't apply it like the package instructions tell you to. Also I've found it flakes just a little bit, especially if you make the mistake of letting it dry between coats."""", """"That's the bad. The good is, it will make people ask if you're wearing false lashes. It will make you feel sexy, and it will make you feel smart that you actually listened to the instructions and know how to put it on. It will make your eyes look huge and your lashes thick, dark, and long. It is so worth the money, and is one of the best-kept secrets of drugstore makeup.""""]"",['Best kept drugstore secret']";;;;
0,['2.0 out of 5 stars'],['Not a fan of the applicator.  Does not separate lashes well at all and leaves big globs of mascara on lashes.  Will not purchase again.'],['Disappointing purchase'];;;;
"1,['3.0 out of 5 stars'],""[""""I generally LOVE the butterfly mascaras, but this one is a miss. Its very clumpy and the brush is horrible. I'll stick with the normal butterfly or the intenza.""""]"",['I generally LOVE the butterfly mascaras']";;;;
"2,['4.0 out of 5 stars'],""['I didn’t buy this product from amazon, tj Mac actually so i was A little skeptical at first however it makes my lashes look super long. It’s a little clumpy but not too clumpy so i like the way it looks.']"",['Enlongates lashes but a lil clumpy']";;;;
3,['4.0 out of 5 stars'],['I expected it to cover my eyelashes and to make them noticeable which it did. I find to much comes out o the comb/brush like top.'],['Something differnt'];;;;
"4,['1.0 out of 5 stars'],""[""""I didn't like the brush at all. Would not purchase again.""""]"",['Hate the applicator brush.']";;;;
"5,['5.0 out of 5 stars'],""['Not too thick, applies nicely, waterproof is the best! It keeps my lashes standing up high and well separated. I may purchase again.']"",['Lashes still standing tall']";;;;
"6,['2.0 out of 5 stars'],""['WAY too clumpy!  Even on first use product clumped on first layer of application.  Tried a few more times, but eventually gave up. Great color though!']"",['Great color though']";;;;
7,['1.0 out of 5 stars'],['Loved the original butterfly mascara so I tried This one. It’s crap. Super clumpy and honestly the worst mascara I’ve ever had'],['Loved the original butterfly mascara so I tried This one'];;;;
"8,['5.0 out of 5 stars'],""[""""I am telling you... I have tried every expensive mascara on the market. (Kat Von D, Bare minerals, Definicils, Urban Decay, etc, etc, etc,!!) This is going to be my mascara for life!!! I was in the checkout at Walgreens and they had a coupon for it or I never would have tried it!!! I love dramatic thick lashes!! It usually takes 4-5 coats of any mascara to get this result. 1-2 coats is all it takes with this miracle!!! I don't know why, but I also don't notice a 5 PM eye bag darkening from this mascara. Usually by 5... My mascara is 90% in my under eye bags:("""", 'I ordered this in auto delivery... I have never done that with any product in my life. I just pray they never stop making it!!!!!']"",['I love dramatic thick lashes']";;;;
9,['5.0 out of 5 stars'],['Nice'],['Nice'];;;;
0,['5.0 out of 5 stars'],['good'],['Five Stars'];;;;
"1,['4.0 out of 5 stars'],""['Yes, it\'s true. This mascara is more wet than most.  But I don\'t mind because it has made my eyelashes look better than they\'ve ever looked...and that\'s without false lashes or """"fibers.""""  They look dark, long, thick, and spread beautifully thanks to the unique brush.', 'If I do get some on my skin, I just ignore it, continue applying my make-up, let it dry, and wipe it right off with a Q-tip.  Letting it dry first allows it to come right off the skin without taking off your other make-up.']"",['LOVE this mascara!']";;;;
"2,['3.0 out of 5 stars'],""[""""It was nice, but clumpy.  It stayed on, didn't make a mess or anything, but was clumpy on the wand and clumpy on my eyes.  I am always looking for a waterproof mascara that is not clumpy.  This is not it.  I am still looking for one, but the product I was using before I purchased this one, the L'Oreal Paris Voluminous Butterfly Intenza Mascara, had less clumps than this one.  I w uld recommend the L'Oreal Paris Voluminous Butterfly Intenza Mascara over this one.""""]"",""['Too clumpy, other than that ok product']""";;;;
"3,['5.0 out of 5 stars'],""['I\'ve tried ALOT of different mascaras, I have short, thin lashes naturally. If I don\'t use a good mascara my eyes look like two pea holes in the sand lol. It takes a super amazing mascara to make my lashes stand out. This one has a unique, short """" brush"""", definitely added a deep dark color & made them pop! Went on a little clumpy but just combed it out. Comes off easily too, I\'d say this one is a winner!']"",['Made my eyes pop!']";;;;
"4,['1.0 out of 5 stars'],""[""""Super clumpy. Makes my lashes look longer, sure, but clumpy and ugly. It seems like there's about three times too much product on the wand, and it doesn't give me anything even remotely related to the pictures on the product page."""", 'To be fair, it may work differently on other people, or I may have received a defective tube or wand. However, I will not buy this mascara again.']"",['Not for me. Clump-tastic!']";;;;
"5,['1.0 out of 5 stars'],""['Dont like because brush is too small to put any amount on lashes. Also it stays on like water proof and is not easy to get off.', 'I have used a lot of types of this brand of mascara but this one is terrible‼️']"",['Dont like because brush is too small to put any amount ...']";;;;
"6,['1.0 out of 5 stars'],""[""""it was extremely clumpy and the brush teeth only cover about 15 degrees of the wand.  The clumps fell off my eye lashes -- so I had to clean the entire mess off of my eye area -- and grab an older mascara to use to get to work that morning .  I even plunged the wand back into the tube several times - to try and mix it up -- but I did not find that this helped either.  This really surprised me because I use so many other L'Oreal make up products.""""]"",['Was clumpy & some fell off lashes to beneath the eyes -- other large clumps remained for a garish appearance.']";;;;
"7,['1.0 out of 5 stars'],""[""""I got fooled by the brush. I thought it was some kind of fiber or synthetic bases. But it's more like rubber. Does nor apply very well. Clumps a lot. I have to remove mascara with tissue before applying. Trying to thin it out in the tube doesn't work very well""""]"",['Clumps galore']";;;;
"8,['5.0 out of 5 stars'],""['I love this. wiggle it just right at the lash base and it looks like there is tight lining, it took me a few applications to figure out how to use it best with my eyes. I dont two cost it like reg mascara. one methodical coat is enough']"",['I love this. wiggle it just right at the lash ...']";;;;
"9,['5.0 out of 5 stars'],""[""""When I first opened the bottle, it was a sticky mess and I was afraid this would end up being a thick, horrible mascara that clumps.  After getting through the initial opening, though, this was definitely not true.  I got used to the wand and the formula.  It actually separates and lengthens lashes very well.  The wand has a line of inner bristles which you can wiggle at the base of your lashes for a tight-line effect.  That saves the extra step of using an eyeliner if you're in a rush and going for a more natural look.  It does have the effect of making your lashes look more thick at the base.  Blackest Black is a good bold black, even with one coat, but looks even better with a second coat.  There is no clumping.  The last mascara I used was NARS Audacious, and although it is expensive and supposedly high quality, it clumps like crazy and my lashes stick together, making them look sparse and weird.  The Butterfly wand separates the lashes and does fan them out toward the outer corners of your eyes to make them look feminine and glamourous.  A great product at a drugstore price.""""]"",""['Butterfly Fluttery Lashes, Indeed']""";;;;
"0,['3.0 out of 5 stars'],""['It has the same name as a previous version that I LIKED.  This one is clumpier and difficult to remove.  My eyes are very sensitive so when it chips off of my lashes, I have to clean my eyes.']"",['Not the product I expected.']";;;;
"1,['5.0 out of 5 stars'],""[""""A friend suggested this to me and I LOVE it! The color is rich, it goes on so well and I absolutely love the brush design. The best designed mascara I've had in a long time.""""]"",['The best!']";;;;
"2,['5.0 out of 5 stars'],""[""""Everyone thinks i'm wearing false eyelashes, best mascara I have every found, and I've tried plenty!""""]"",['Favorite Mascara']";;;;
"3,['5.0 out of 5 stars'],""['I tried many many mascaras, for some reason I am keep getting this one as I love the most.']"",['Love it!']";;;;
4,['5.0 out of 5 stars'],['Love this mascara. Tried other types and brands but always come back to this.'],['love this'];;;;
5,['1.0 out of 5 stars'],['Globs both on the brush and on my lashes'],['Skip this new product'];;;;
6,['2.0 out of 5 stars'],['The brush is so weirdly shaped I get it all over. Bought extra disposable brushes to use instead of what comes with the mascara.'],['Brush is weird.'];;;;
7,['5.0 out of 5 stars'],['I have tried them all!  My lashes are naturally long and curly  - my problem is volume.  Not any more.  I will buy this again.'],['A Winner!'];;;;
8,['4.0 out of 5 stars'],['Very good mascara that is easy to apply without significant clumping (use a Q-tip for the little that does occur) and stays put very well.'],['Very little clumping and stays put'];;;;
9,['5.0 out of 5 stars'],['Love this stuff! I always get this'],['Ppl think they’re fake! Great stuff!'];;;;
0,['5.0 out of 5 stars'],['great mascara. wear it every day.'],['best mascara'];;;;
1,['5.0 out of 5 stars'],['Excellent product.'],['Five Stars'];;;;
2,['4.0 out of 5 stars'],['good'],['Four Stars'];;;;
3,['5.0 out of 5 stars'],['favorite mascara'],['Five Stars'];;;;
"4,['3.0 out of 5 stars'],""[""""I don't like the brush on this one.""""]"",['Three Stars']";;;;
5,['3.0 out of 5 stars'],['Clumpy and very disappointed!'],['Three Stars'];;;;
6,['1.0 out of 5 stars'],['It is gunky and messy.  I do not like it and will not purchase again!'],['Messy'];;;;
"7,['5.0 out of 5 stars'],""[""""Love it. If you don't like the brushy wands, this one is for you.""""]"",['Five Stars']";;;;
8,['5.0 out of 5 stars'],['Good product'],['Five Stars'];;;;
9,['5.0 out of 5 stars'],['Really like this mascara.'],['Five Stars'];;;;
0,['5.0 out of 5 stars'],['Good product'],['Five Stars'];;;;
1,['4.0 out of 5 stars'],['mascara wand is a little weird but you get used to it.'],['Four Stars'];;;;
2,['4.0 out of 5 stars'],['I love this mascara.  My lashes have never looked better.  I get comments on how long they look.  I get it on subscription!'],['Long lashes!'];;;;
3,['5.0 out of 5 stars'],['Really good mascara!!!'],['Five Stars'];;;;
4,['5.0 out of 5 stars'],['Good'],['Five Stars'];;;;
5,['5.0 out of 5 stars'],['I LOVE the effect of this mascara! Perfect for a long dark sweeping eyelash look!!!! It was easy to apply and seemed to separate my lashes really well!'],['LOVE LOVE LOVE'];;;;
"6,['4.0 out of 5 stars'],""[""""This is THE BEST mascara I've ever bought. The only down fall is that there's too much mascara on the stick, making your eyelashes super thick and blotchy... My eye lashes get stuck together. Maybe I need more practice though? Anyways, Great brush! I love it!""""]"",['Great mascara']";;;;
7,['5.0 out of 5 stars'],['Awesome brush!'],['Five Stars'];;;;
8,['5.0 out of 5 stars'],['Good stuff'],['Five Stars'];;;;
"9,['4.0 out of 5 stars'],""['I\'ve used this mascara for 10 days.  When I first opened it and saw the odd """"butterfly"""" brush I thought it could never work.  I have tried every mascara under the sun - cheap to ultra expensive.  None of them have given my lashes a longer natural look.  The mascara always clumped and didn\'t go on evenly.  I suspect it has a lot to do with how fine my lashes are.  I have always belived the brush is 65% responsible for the outcome as well.', """"For the first time ever my lashes look longer and fuller.  I don't understand why but this brush puts just the right amount of mascara on my lashes in 1 or 2 swipes. Even my nearly invisibe lower lashes show up now."""", 'My caution to others would be not to sneeze or squint for at least a minute after application because the brush puts on more than a typical brush so the mascara is wetter than expected.  If one wanted manga eyes it could easily be done with this mascara.  But if, like me, you just want longer natural looking lashes this product does a great job, just go easy with the brush.', 'Thank you Amazon Vine.  Because of the unusual brush I never would have purchased this and therefore not found what is now my favorite mascara.']"",['Best Mascara for My Fine Lashes']";;;;
